Dakle, ako ste još uvijek OK s ovakvom kvalitetom i nemate ništa bolje za gledati ili jednostavno želite vidjeti nekog od Osvetnika u gotovo neprepoznatljivoj ulozi, onda možete pokušati.	mix
Kao i u prethodnim filmovima, dinosauri su bili glavna atrakcija kao i ovog filma gdje su specijalni efekti bili apsolutno fantastični.	poz
Oduzimalo je dah dok smo gledali divovske dinosaure koji su izgledali tako realistično da smo osjećali da smo u stvarnom svijetu u kojem postoje stvarni dinosauri. 	poz
Moja djevojkai ja smo stvarno uživali gledati ih kako trče okolo i bili su vrlo bliski ljudima i svemu tome.	poz
Najveće iznenađenje mi je zapravo bilo kada sam prije početka vidio reklamu za Dolby Atmos, jer sam mislio da nema takvog efekta za film. 	neut
Tako da sam bio potpuno oduševljen jer je prošlo neko vrijeme otkako sam gledao film s takvim zvučnim efektima.	poz
Još jedna stvar koja nas je definitivno zabavljala bila je neizvjesnost gledanja kako glavne likove jure oni opaki grabljivici i očito T-Rex i druge nove vrste dinosaura.	poz
A ta scena usred filma bila nam je najbolja jer smo bili ushićeni bez prestanka dok nije bilo gotovo.	poz
Zapravo, smatrali smo da je to najbolji dio u filmu, nadmašivši kraj koji nekako nije bio tako nevjerojatan.	mix
Bilo je zabavno da, ali iskreno sam osjetio da vrhunac nije bio istinski zadovoljavajući, pogotovo nakon što se takav nagomilao u sredini.	mix
O, jedna stvar za koju smo moja djevojka i ja mislili da bi mogla biti bolja je rani dio gdje je tempo bio prespor.	neg
Obično bi svako malo u filmovima o juri bilo intenzivnih trenutaka. 	neut
Međutim, bili smo jako uzbuđeni tek kada je počela ta scena na Malti.	poz
Možda da je prije bilo više tih napetih trenutaka, bio bih potpuno zadovoljan. 	neg
Mislim da je spori tempo bio posljedica uključivanja onih likova iz originalnih filmova o Jurskom parku.	neut
Unatoč nostalgičnom osjećaju i lijepom dodiru, ali nekako mi se činilo da oduzima previše vremena. 	mix
Film je trajao 147 minuta i nije sadržavao nijednu scenu na sredini ili nakon završetka kredita. 	neut
Čini se da trenutno nemaju plan za još jedan nastavak.	neut
Osim glumačke ekipe koju sam spomenuo gore, postojale su i druge nove glumačke ekipe kao što su DeWanda Wise (She’s Gotta Have It TV serija itd.) kao pilot Kayla Watts, Mamoudou Athie (Arhiv 81 TV serija itd.) kao Ramsay Cole, šef komunikacija u Biosyn, Dichen Lachman (TV serijal Altered Carbon itd.) kao Santos, krijumčari dinosaura.	neut
Osim toga, neke od glumaca iz prethodnih filmova Jurassic World također su ponovile svoje uloge u manjem kapacitetu, kao što su Justice Smith (The Voyeurs itd.) kao Franklin Webb, Daniella Pineda (Cowboy Bebop TV serija itd.) kao dr. Zia, Omar Sy (Lupin TV serija itd.) kao Barry. I ne zaboravimo važan lik dr. Henryja Wua (BD Wong – Mr. Robot TV serija itd.).	neut
Sve u svemu, ovo je bio zabavan film i dobro smo se proveli gledajući ga u kinu s Dolby Atmos zvučnim sustavom. 	poz
Bilo je trenutaka toliko napetih da smo bili vezani za svoja sjedala, ali bilo je i trenutaka kada smo bili manje uzbuđeni, posebno u ranom dijelu.	mix
Priča definitivno nije bila najjača strana pogotovo za one koji traže sjajan zaplet. 	neg
Ali ipak je bilo zadovoljstvo vidjeti kraj ove trilogije.	poz
Dakle, ako ste ljubitelji gledanja dinosaura koji teroriziraju ljude s prekrasnim specijalnim efektima i nevjerojatnim zvučnim efektima, onda biste definitivno uživali u ovome. 	poz
Sve dok niste baš precizni s radnjom i ne smeta vam prilično spor tempo u ranom dijelu, onda bi vas ovaj film trebao zabaviti.	mix
Sad je to bilo zabavno.	poz
Moja djevojka ja smo se dobro zabavljali gledajući ovaj film jer se nismo mogli prestati smijati od početka do kraja zbog raznih urnebesnih scena koje uključuju gotovo sve likove. 	poz
Komedija proizlazi ne samo iz situacije u kojoj je dobrodušni Johnny postao čudovište koje je još uvijek imalo istu osobnost, već i iz Drača koji se morao prilagoditi kao čovjek.	neut
Toliko bismo se puta nasmijali na sav glas zbog njih.	poz
A da stvari budu još smiješnije, morali smo vidjeti i druge likove kako pokazuju svoju ludost.	poz
Pored Dracove stare bande poput vukodlaka Waynea (Steve Buscemi – Reservoir Dogs itd.) i njegove supruge Wande (Molly Shannon – Noć u Roxburyju itd.), Murray mumije (Keegan-Michael Key – Igranje s vatrom itd.), Griffin nevidljivi čovjek (David Spade – The Wrong Missy itd.), Frankenstein (Brad Abrell) i njegova supruga Eunice (Fran Drescher – The Dadilja TV serija itd.), pojavili su se i Ericka (Kathryn Hahn – Bad Moms itd.) i Van Helsing (Jim Gaffigan – Luca itd.) ponavlja svoje uloge iz 3. filma Hotel Transylvania 3: Summer Vacation.	neut
Sve interakcije likova također su većinu vremena pružale smiješne trenutke. 	poz
Moja omiljena scena bila bi ona koja uključuje promjenu izgleda, posebice Frankensteina, Griffina i Blobbyja.	poz
Btw, Adam Sandler više nije dao glas Dracu u ovom četvrtom filmu, ali mislim da je i Brian Hull uspio to lijepo izvesti. 	poz
Priča je ovdje bila vrlo jednostavna i samo se fokusirala na iskustvo koje su Drac i Johnny imali dok su putovali svijetom kako bi pronašli način da ih ponovno preobraze. 	neut
Došlo je i do poznate “borbe” Draca i Mavis u kojoj je sudjelovao Johnny.	neut
Oh, nije bilo scena na sredini ili nakon završetka kredita, ali je bilo nekoliko smiješnih animacija tijekom završnih kredita.	neut
Kao što sam rekao u svom postu prethodnog filma, originalni Hotel Transylvania i dalje ima najbolju priču, dok su se nastavci uglavnom fokusirali na komičnu stranu.	neut
Kao iu prethodnim filmovima, u pozadini je bilo i nekoliko lijepih pjesama i uistinu šarena animacija smiješnih čudovišta koja bi se djeci trebala dopasti. 	poz
Kratko trajanje od samo 87 minuta bilo je savršeno.	poz
Mislim da bi ste uživali gledajući ovaj film, jer nije zahtijevao puno razmišljanja i mogli smo se samo glupo zabaviti. 	poz
To je definitivno film za oslobađanje od stresa. 	poz
Dakle, ako tražite takvu zabavu, onda bi vam ovaj pružio upravo to.	poz
U početku sam pomalo sumnjao hoće li ovaj film biti ugodan kao i njegov prethodnik.	mix
Ali nakon što sam saznao da se ljudima ovaj više sviđa od originala, malo me je uzbuđivalo vidjeti ga.	poz
I iskreno, nakon što sam pogledao film, zavolio sam ga i dobro sam se proveo. 	poz
Bilo je ispunjeno mnoštvom scena koje su nas grijale u srcu, ali i nekim oživljavajućim trenucima, a u nekim trenucima je bilo toliko uzbudljivo da publika nije mogla a da ne pljesne malo rukama.	poz
Za razliku od prvog filma u kojem se priča usredotočila na osobnu borbu svakog lika da uđe u Busterovu produkcijsku emisiju, ovoga puta nije bilo puno takvih jer se fokus pomaknuo na to kako bi ga mogli učiniti velikim.	neut
Način na koji je Buster pokušao sve što je mogao čak i dobiti publiku s Jimmyjem Crystalom bio je vrlo zanimljiv i očito smo navijali za njih.	poz
Bilo je dosta smiješnih trenutaka koji su obično uključivali Busterovu pomoćnicu gospođicu Crawly (Garth Jennings) koja je ovdje bila omiljeni lik moje djevojke. 	poz
Btw, Garth Jennings je bio redatelj i scenarist ovog filma i originala.	neut
Dio koji mi se svidio u ovom filmu je kako lik mora biti bolji u ovoj novoj emisiji.	poz
Posebno za mene bilo je ono s čime se Johnny morao suočiti, što je bilo stvarno inspirativno (posebno tijekom njegovog dijela u showu koji je bio stvarno fantastičan).	poz
Osim likova koje sam spomenuo gore, pojavila se nova glumačka postava koja je pružila više boja, kao što je tragač za talentima Suki (Chelsea Peretti – Brooklyn Nine Nine TV serija itd.), Jimmyjeva kćer Porscha (pjevačica Halsey), ulični izvođač Nooshy (Letitia Wright – Black Panther itd.), Meenin partner Darius (Eric Andre – The Mitchells vs. the Machines itd.), pjevač Pharrell Williams i mnogi drugi.	neut
Tijekom cijelog “Pjevajte s nama 2” zabavljat će nas mnogo lijepih pjesama koje su bile spoj novog i pomalo starog.	poz
S uključenim Bonom sigurno bi bilo nekoliko pjesama U2 koje su bile iznimno popularne.	neut
Unatoč tome što ovdje ima tona pjesama, smatrao sam da ovaj film nije mjuzikl u kojem se pjevanje često koristi za komunikaciju između likova.	neut
Ovdje se pjevalo samo tijekom nastupa, a neke pjesme su se u određeno vrijeme koristile samo kao pozadinska glazba. 	neut
I sama predstava je bila zaista prekrasna, s mnogo nevjerojatnih izvedbi glumačke ekipe.	poz
Osim zabave i uzbuđenja koje smo osjetili prije emisije, plus zanimljive priče likova, publiku i mene cijeli film je zaista zabavio.	poz
Zvučni efekti u studiju gdje smo to vidjeli bili su fantastični čak i sa standardnim Dolby 7.1 surround sustavom. 	poz
Smatram da je gledanje u kinu bilo veće zadovoljstvo jer se osjećalo stvarno veličanstveno, kao da smo i sami bili u predstavi.	poz
Bilo bi to potpuno drugačije iskustvo da smo ga vidjeli na malom ekranu našeg TV-a putem streaminga.	neut
Općenito, ovo je bio zanimljiv i zabavan film. 	poz
Definitivno smatram da je ovaj nastavak veličanstveniji od originala zbog veće glumačke ekipe i još više poznatih pjevača iz stvarnog života uključujući legendarnog Bona.	poz
Mislim da je Garth Jennings sjajan što je smislio kako ovo učiniti većim. 	poz
Btw, trajanje od 110 minuta bilo je stvarno savršeno jer nije bilo teško i bilo je stvarno zabavno. 	poz
Nije bilo srednje ili post end kreditne scene, iako je rani dio završnog kredita pokazao nekoliko smiješnih scena u kojima ste mogli uživati.	poz
Dakle, ako vam se sviđa prvi film, onda ćete sigurno uživati u ovom nastavku kao publika i ja.	poz
Wow to je bilo stvarno nevjerojatno!	poz
Ovaj film je bio stvarno fantastičan.	poz
Počelo je vrlo sjajno i odmah se došlo do dobrih stvari.	poz
A kad su se loši dečki počeli pojavljivati, publika je bila jako uzbuđena zbog mogućnosti da vidi Petera Parkera kako se suočava sa zlikovcima s kojima se nikada prije nije borio.	poz
I borbe su bile apsolutno divne.	poz
Svaka je bila jedinstvena i briljantno izvedena s nekim sjajnim vizualnim efektima koji su unatoč teškim CGI-ima izgledali tako dobro da čak nisu izgledali previše kompjuterizirani.	poz
Više od 2 sata zabavljalo nas je neprekidno uzbuđenje u kojem nije bilo dosadnog trenutka. 	poz
Svaka scena bila je dobro izvedena što nas je cijelo vrijeme držalo zalijepljene za ekran, bojeći se da ne propustimo nešto važno. 	poz
Moja djevojka nije ni bacila pogled na mobitel, kao i ostala publika koja je ispunila dopuštenih 70% kapaciteta kazališta. 	poz
Btw, film smo vidjeli u našem omiljenom kinu s Dolby Atmos zvučnim sustavom koji je konačno pušten, za razliku od proteklih nekoliko tjedana u kojima nije pušten nijedan drugi film s njim.	neut
I bilo je vrlo zadovoljavajuće jer su zvučni efekti bili samo jedan od kul atributa filma.	pot
Kako je film napredovao i naše emocije su se poigravale, u sredini je bila scena zbog koje smo bili oduševljeni.	pot
Bilo je super da smo htjeli vrištati od radosti, nažalost, iako su ljudi u kazalištu bili previše cool i samo su malo uzviknuli.	pot
Ta je scena bila nešto što smo mi kao fanovi Spider-mana napola očekivali, ali se prije toga nismo usudili sanjati.	neut
Stoga smo bili jako zahvalni što su Marvel Studios i Sony (Columbia Pictures) uspjeli to izvesti i dali su nam ovaj dio.	poz
Od tog trenutka bili smo potpuno presretni pričom koja nas je dovela do vrhunske scene borbe.	poz
Iako je postojala scena prije borbe koja mi se nije baš svidjela jer je bila malo previše šašava, ali je bila vrlo kratka i odlučio sam zanemariti i fokusirati se na najbolji dio.	mix
Ono što me zadivilo u ovom filmu “Spider-Man: Put bez povratka” je sposobnost pisaca (Chris McKenna i Erik Sommers) i redatelja Jona Wattsa da naprave nešto tako divno i inteligentno što je počelo sa Spider-man: Homecoming. 	poz
U kombinaciji s nekim emotivnim trenucima i snažnim nostalgičnim osjećajem gledanja onih zlikovaca iz prethodnih filmova o Spider-manima u kojima smo prije stvarno uživali, čini ovo uistinu izvanrednim podvigom.	poz
Glazbena partitura je također bila savršeno tempirana u svim ključnim trenucima kao što je vrijeme kada nam je potrebno uzdizanje ili tijekom intenzivnih trenutaka i onih stvarno emotivnih scena (jedna od njih je bila ono zbog čega sam osjetio da bi Peter Parker Toma Hollanda bio bolji superheroj).	poz
O svim glumcima se nije imalo što reći osim što su svoj posao odradili na najbolji mogući način. 	poz
Najbolji dio koji mi se svidio je iznenađujuće pojavljivanje mnogih ljudi koje sam prije vidio. 	poz
Jedan od njih je bio lik za koji nikad nisam mislio da će biti doveden, zbog čega sam jedva čekao što će se spremati u budućem Marvel Cinematic Universe. 	neut
A po izgledu kraja ovog filma, bilo bi ludo da studiji ne žele surađivati ​​i snimiti barem još jedan film o Spiderman-u. 	neut
Oh, tijekom završnih kredita bila je zabavna scena srednjeg kredita i jedna post end kreditna scena za koju sam mislio da će imati značaj u MCU.	poz
Sve u svemu, ovo je bilo nevjerojatno iskustvo za mene.	poz
Jako sam zavolio ovaj “Spider-Man: Put bez povratka” film i bio sam sretan što sam mogao izbjeći velike spoilere od drugih ljudi.	poz
U svakom slučaju ovo je film u kojem vrijedi uživati u kinu s velikim ekranom i dobrim ozvučenjem.	poz
I osobno smatram da je ovo savršeno iskustvo. 	poz
Koliko sam shvatio, film je uspio privući toliko ljudi natrag u kina kao što sam i sam svjedočio iz gomile koja je ispunila kino (nažalost, iako se fizičko distanciranje malo zanemarilo). 	mix
U svakom slučaju, ako imate priliku i osjećate se dovoljno ugodno, sigurno ne želite propustiti ovo iskustvo. 	poz
Dakle, baš kao što sam i pretpostavio, ovaj “Povratak u australsku divljinu” film je zaista bio zabavan.	poz
Bilo je dosta trenutaka u kojima smo se glasno smijali.	poz
Glavni dio je bio urnebesan, to je bio izgled ovih divljih životinja jer su bile potpuno suprotne od strašnih.	poz
Zabavljalo nas je njihovo šareno tijelo, poput narančaste boje škorpiona ili ljubičaste boje pauka, a da ne spominjemo njihova dječja lica.	poz
Osim toga, i njihovi su likovi bili vrlo simpatični.	poz
Maddie je bila vrlo meka srca, dok je Zoe bila vrlo inteligentna, plus Frankovo ​​ponašanje jer je za njega bilo vrijeme parenja, ili Nigel koji bi ponekad davao smiješne primjedbe.	poz
Ovi atributi učinili su nas prilično angažiranim za životinje i gdje počinjemo navijati za njih.	poz
 I očito je bilo jako zabavno gledati ih kako daju sve od sebe kako bi došli do Outbacka.	poz
Što se priče tiče, možda i nije bilo baš originalno jer smo vidjeli sličnu u kojoj su životinje u zoološkom vrtu morale preživjeti vanjski svijet i otići u divlji život (siguran sam da ste svjesni o kojem filmu razmišljam kao bio je vrlo uspješan i napravljen u nekoliko nastavaka i spin-offa).	neg
Ali interakcija između ovih životinja bila je ono što je mene natjeralo da mi se film dopadne, podržan i nekim zabavnim scenama.	poz
Za mene osobno, ono što mi se najviše svidjelo u “Povratak u australsku divljinu” je bila glumačka postava jer sam mislio da je njihov rad fantastičan i da su uspjeli unijeti život u ove likove.	poz
Kako je ovo zajednička američko-australska produkcija, mnogi glumci su bili Australci poput Isle Fisher, Tima Minchina, Erica Bane, Jacki Weaver i drugih. 	neut
 Ovdje su se nakratko pojavili čak i neki australski pjevači poput Kylie Minogue i Keitha Urbana. 	neut
Animacija je bila prilično dobra s realističnim australskim prizorima. 	poz
Traje samo 95 minuta, uključujući završne špice u kojima nije bilo scena na sredini ili nakon završetka.	neut
Sve u svemu, “Povratak u australsku divljinu” je bio zabavan film, s dovoljno jednostavnom pričom, zanimljivim likovima, uzbudljivom avanturom i siguran za djecu.	poz
Prilično je ugodno i dobra opcija za cijelu obitelj. 	poz
 Dakle, ako tražite ovakvu vrstu filma, onda ga možete isprobati i nadamo se da ćete uživati kao mi.	poz
Istjerivači duhova (osobito prvi) bio je jedan od naših omiljenih filmova jer je uspio spojiti nadnaravni događaj s nekom komedijom. 	poz
Sjetio sam se da je nakon filma bila i crtana serija po tome koju sam i ja često gledao.	neut
Drugi film je također bio zabavan, iako ne tako nezaboravan kao njegov prethodnik.	mix
Dakle, kada sam pogledao ovaj film, odmah sam osjetio snažan nostalgičan osjećaj s originalnim filmom, pogotovo jer su se izravno povezivali s njim.	poz
Početni dio Istjerivači duhova: Naslijeđe filma bio je prilično dobar s nekim intenzivnim scenama, ali čim se priča usredotočila na Callie i njezinu obitelj, tempo se malo usporio.	mix
Međutim, za mene začudo, unatoč sporijem tempu, to mi nekako nije dosadilo. 	poz
Mislim da je to zato što su glavni likovi Phoebe, Trevora i Podcasta bili vrlo zanimljivi i osjećali smo se privrženi njima. 	poz
Mislim da je redatelj Jason Reitman (Juno, Up in the Air itd.) prilično nevjerojatan u režiji glumačke ekipe.	poz
